Unnamed: 0,text,labels
2633,آیا می گویید که همیشه دیدگاه ها و استدلال های دیگران را که ممکن است در بحث های قبلی به شما ارائه شده باشد ، با دقت در نظر گرفته اید؟,10
2634,آیا در مورد موقعیت های کم و بیش اخیر فکر می کنید ، آیا تا به حال خود را در طول مکالمه در کفش شخص دیگری قرار داده اید؟,10
2635,آیا توانسته اید در مکالمات قبلی خود دیدگاه های دیگران را در نظر بگیرید؟,10
2636,در مکالمات گذشته ، آیا واقعاً تلاش کرده اید که دیدگاه دیگران را درک کنید؟,10
2637,آیا فکر کردید که چگونه دیگران ممکن است اوضاع را ببینند؟,10
2638,آیا می گویید که تاکنون توانسته اید واقعاً از خود خارج شوید و از دیدگاه دیگری به وضعیتی فکر کنید؟,10
2639,آیا می توانم بپرسم آیا شما احساس می کنید دیدگاه دیگران را در نظر بگیرید؟,10
2640,آیا تا به حال تصور می کنید که به غیر از خود نظر خود را داشته باشید؟,10
2641,آیا تا به حال به دیدگاه دیگران فکر کرده اید و آیا وقت خود را برای کشف آنها در نظر گرفته اید؟,10
2642,در مکالمات قبلی که داشته اید ، آیا احساس می کنید همیشه توانسته اید دیدگاه های مختلفی را در نظر بگیرید؟,10
2643,آیا به منظور حل یا کاهش مشکلات خود در مورد دیدگاه های دیگران که ممکن است در مکالمات قبلی به شما ارائه شده باشد ، فکر کرده اید؟,10
2644,آیا می گویید شما فردی هستید که در هنگام مکالمه راحت دیدگاه دیگران را در نظر می گیرید؟,10
2645,آیا می توانید با اطمینان بگویید که همیشه می توانید دیدگاه های دیگران را در نظر بگیرید؟,10
2646,آیا به آنچه دیگران فکر می کنند فکر می کنید و نظرات خود را در هیئت مدیره می گیرید؟,10
2647,آیا شما می توانید واقعاً دیدگاه های افرادی را که با آنها صحبت می کنید در نظر بگیرید؟,10
2648,ممنون که به من اطلاع دادیدآیا شما اعتقاد دارید که همه گزینه های خود را ، از جمله مواردی که ممکن است توسط افراد دیگر به شما پیشنهاد شده باشد ، کاوش کرده اید؟,10
2649,افراد دیگری که با آنها ارتباط برقرار کرده اید ممکن است چند پیشنهاد ارائه داده باشد.آیا هیچ یک از پیشنهادات دیگران برای شما مفید بوده است؟,10
2650,آیا در مورد آن فکر می کنید ، آیا واقعاً دیدگاه ها و دیدگاه های دیگری را در گذشته در نظر گرفته اید؟,10
2651,در مکالمات دیگری که با مردم داشته اید ، آیا نکاتی را که آنها سعی کرده اند بیان کرده اند کاملاً در نظر گرفته اید؟,10
2652,در مکالمات قبلی ، آیا شما به گوش دادن و فکر کردن در مورد سایر نظرات ارائه شده متوقف شده اید؟,10
2653,در حین مکالمه ، آیا شما معمولاً دیدگاه دیگران را در نظر می گیرید؟,10
2654,آیا یک قدم عقب برداشته اید و همه زوایا را در نظر گرفته اید ، از دیدگاه دیگران به وضعیت خود نگاه می کنید؟,10
2655,آیا فکر می کنید روش دیگری وجود دارد که بتوانید این وضعیت را مشاهده کنید ، و آیا توصیه های دیگران به شما در یافتن آن کمک می کند؟,10
2656,آیا فکر کرده اید به موقعیت ها و مکالمات قبلی با دیگران ، آیا تا به حال از روند فکر خود قدم برداشته اید و دیدگاه های اندیشه ای را که ممکن است شما را به چالش بکشد ، اندیشیده اید؟,10
2657,در گذشته ، هنگام مکالمه با دیگران ، خود را در کفش آنها قرار داده اید؟,10
2658,آیا سعی کرده اید نگاه دقیق تری به دیدگاه دیگران بیندازید ، هر زمان که این موارد به شما ارائه شده باشد؟,10
2659,آیا دیدگاه های کسانی را که در گذشته با آنها صحبت کرده اید کاملاً در نظر گرفته اید؟,10
2660,آیا صادقانه می گویید که به دیدگاه دیگران باز هستید؟,10
2661,آیا احساس می کنید در مکالمات قبلی به سایر نقاط دیدگاه توجه کامل داده اید؟,10
2662,آیا معمولاً می توانید خود را در کفش شخص دیگر قرار دهید؟,10
2663,ممنون که به آن پاسخ دادیدآیا توانسته اید نظرات و نظرات متناوب را که در مکالمات قبلی به شما ارائه شده است در نظر بگیرید؟,10
2664,آیا می گویید که در مکالمات قبلی شما همیشه به دیدگاه دیگران گوش داده اید و وقت خود را برای بررسی دقیق دیدگاه خود می گیرید؟,10
2665,از اعتماد شما متشکرم ، لطفا به من کمک کنید تا بهتر درک کنم.آیا می گویید که در مکالمات قبلی ، همیشه مایل به گوش دادن به نظرات و نظرات افراد دیگر بوده اید؟,10
2666,آیا می توانید به من بگویید اگر احساس می کنید معمولاً می توانید از دیدگاه افراد دیگر در نظر بگیرید و درس بگیرید؟,10
2667,آیا خود را فردی با ذهنیت آزاد می دانید که دوست دارد نظرات دیگران را بشنود؟,10
2668,آیا می گویید که از دیدگاه های مختلف در مشاهده وضعیتی خوب هستید؟,10
2669,آیا تا به حال سعی کرده اید از خارج به خود نگاه کنید و از طریق یک لنز گسترده تر ، مستقل از هرگونه تعصب شما ، به دنیای اطراف خود نگاه کنید؟,10
2670,آیا خود را به عنوان کسی توصیف می کنید که به راحتی می توان به دیدگاه ها و نظرات دیگران گوش داد؟,10
2671,متشکرم.اگر مهم نیستید ، من می خواهم بدانم که آیا خود را یک فرد با ذهنیت آزاد می دانید ، قادر به گوش دادن به دیگران بدون قضاوت است.,10
2672,در مکالمات گذشته ، آیا شما همیشه نظرات دیگران را در نظر گرفته اید ، حتی اگر آنها از راه شما برای درک جهان و خودتان دور بودند؟,10
2673,بعضی اوقات افراد دیگر ممکن است بتوانند به ما کمک کنند تا وضعیتی را کشف کنیم و قوی تر شویم ، تا زمانی که بتوانیم گوش کنیم.آیا خود را شنونده خوبی می دانید؟,10
2674,آیا هنگام صحبت با دیگران ، آیا احساس می کنید که به خودتان اجازه می دهید هنگام شکل گیری خود ، نظرات و نظرات متناوب را در نظر بگیرید؟,10
2675,آیا نظرات افراد دیگر برای شما ارزشمند است؟,10
2676,آیا فکر می کنید ممکن است دچار یک بحران شخصی شوید ، جایی که دیگر با شبکه پشتیبانی خود در تماس نیستید؟,11
2677,آیا مسائل اساسی در زندگی شخصی شما در جریان است که می تواند به غم و اندوه شما کمک کند؟,11
2678,آیا در حال حاضر با وقایع زندگی مشکل دارید؟,11
2679,آیا شاید با عزیزان با مشکل روبرو شوید؟,11
2680,آیا با دوستان یا خانواده ای که باعث ایجاد این احساسات منفی شده است ، مسائل مهم اخیر داشته اید؟,11
2681,اگر ممکن است بپرسم ، آیا در امور شخصی خود مشکلی دارید؟,11
2682,آیا چیزی شخصی وجود دارد که در حال حاضر از آن عبور می کنید؟,11
2683,آیا احساس می کنید بحران شخصی دارید ، به عنوان مثال ، یک زمان دشوار با خانواده یا دوستان یا سایر عزیزان؟,11
2684,آیا مانند مشکلات مربوط به اعضای خانواده یا دوستان در وسط برخی از آسیب های شخصی هستید؟,11
2685,آیا می توانم از شما بپرسم در خانه ، محل کار یا با دوستان مشکل دارید؟,11
2686,آیا در زندگی شخصی شما اتفاق می افتد که باعث می شود شما اینگونه احساس کنید؟,11
2687,امیدوارم که از من س asking ال کنید ، اما آیا با یک زمان دشوار روبرو هستید؟,11
2688,آیا در حال حاضر در روابط خود با دیگران مشکلات یا چالش های اساسی را تجربه می کنید؟,11
2689,من می خواهم بدانم که آیا در حال حاضر اتفاق می افتد که احساس بزرگتر از حد معمول کند.آیا احساس می کنید با یک بحران شخصی روبرو هستید؟,11
2690,متشکرم.آیا می گویید که در زندگی شخصی خود با او سخت روبرو هستید؟,11
2691,آیا با افراد خاصی ، به عنوان مثال همکاران ، دوستان یا اعضای خانواده با مشکلات شخصی روبرو شده اید؟آیا نمی توانید انتظارات خود را برآورده کنید یا دیگران؟,11
2692,آیا نگران هرگونه مسائل شخصی بین شما و افراد نزدیک به خود هستید؟,11
2693,آیا در حال حاضر با افراد دیگر لحظات ظریف و دشوار را پشت سر می گذارید؟,11
2694,آیا می گویید زندگی شما در حال حاضر بیش از حد هرج و مرج است ، و این بسیار زیاد می شود؟,11
2695,آیا احساس می کنید در حال حاضر مشکلات شخصی شدید ، احتمالاً با عزیزان یا دوستان خود را تجربه می کنید؟,11
2696,متاسفم که شما احساس غم و اندوه می کنید و برای کمک به شما می خواهم کمی عمیق تر حفر کنم.اگر از من سؤال نمی کنید ، آیا یک بحران شخصی خشن را پشت سر می گذارید؟,11
2697,آیا می گویید که در رابطه با مشکلات با دوستان یا خانواده خود مشکل دارید؟,11
2698,آیا احساس می کنید دچار مشکل شده اید و هیچ کس نمی تواند به شما کمک کند؟,11
2699,در قلب قلب شما ، آیا این یک بحران شخصی است که شما تجربه می کنید؟آیا از طرف عزیزان یا دوستان خود احساس صدمه می کنید؟,11
2700,با نگاهی به زندگی شخصی خود ، آیا احساس می کنید که یک بحران شخصی را پشت سر می گذارید (به عنوان مثال با عزیزان مشکل دارید)؟,11
2701,آیا با عزیزان خود مشکلی را تجربه می کنید؟,11
2702,آیا در حال حاضر مشکلات اساسی شخصی در زندگی شما وجود دارد؟,11
2703,آیا در حال حاضر اوقات سختی را تجربه می کنید ، آیا با دوستان یا عزیزان کنار گذاشته اید؟,11
2704,آیا مشکلی را تجربه می کنید یا در زندگی شخصی خود با بحران روبرو هستید؟,11
2705,آیا احساس می کنید در زندگی روزمره خود با افراد نزدیک به شما مشکل دارید؟,11
2706,در حال حاضر ، آیا چیزی وجود دارد که شما را در حلقه دوستان یا خانواده شما تحت تأثیر قرار دهد؟,11
2707,آیا از اطرافیان خود جدا شده اید یا اینکه ایمنی شما به نوعی در معرض خطر است؟,11
2708,آیا در روابط شخصی خود مشکل دارید (به عنوان مثال با یک دوست با یک دوست)؟,11
2709,اگر از این سوال که از من سؤال نمی کنید ، آیا با خانواده ، دوستان مشکلی وجود دارد؟,11
2710,آیا شما در حال عبور از یک وصله خشن یا یک بحران شخصی هستید؟اگر چنین است ، می توانید به من بگویید.,11
2711,آیا می توانم بپرسم آیا اخیراً تحت فشار یا استرس زیادی قرار گرفته اید؟,11
2712,آیا در حال حاضر در زندگی شخصی خود چیزی به خصوص دشوار است؟,11
2713,از پاسخ های شما تاکنون متشکرمآیا می توانم از شما بپرسم که آیا احساس می کنید که در حال حاضر دچار یک بحران شخصی شده اید ، یا اگر مشکلات بین فردی غیرقابل کنترل را با اطرافیان خود تجربه می کنید؟,11
2714,متشکرم.من می خواهم بدانم که آیا ممکن است به دلیل مشکلات دوستان یا خانواده ، لحظه ای به خصوص دشوار را پشت سر بگذارید.,11
2715,از صبر شما متشکرم ، من واقعاً از آن قدردانی می کنم.آیا می توانید به من بگویید اگر احساس می کنید در این لحظه از زندگی خود دچار یک بحران شخصی شده اید ، با مشکلات شدید در محل کار یا خانه روبرو هستید؟,11
2716,اگر یک گرز جادویی داشتید ، آیا افرادی وجود دارند که اکنون از زندگی خود حذف می کنید ، تا احساس بهتری داشته باشید؟,11
2717,از اینکه خیلی صبور و تعاونی هستید متشکرم.اگر مهم نیستید ، دوست دارم اگر احساس می کنید در حال حاضر دست و پنجه نرم می کنید به من بگویید.,11
2718,من می فهمم که می تواند سخت باشد ، بنابراین از شما برای پاسخ دادن به همه چیز با صبر و حوصله متشکرم.آیا اخیراً استرس عاطفی شدید را تجربه کرده اید ، یا از طرف دوستان یا عزیزان خود احساس سوء تفاهم کرده اید؟,11
2719,من نمی دانم که آیا غم و اندوه شما می تواند در یک مسئله گسترده تر مسیریابی شود.آیا در زندگی خود مشکلات اساسی را تجربه کرده اید ، آیا به عنوان مثال با یک دوست عزیز کنار گذاشته اید؟,11
2720,آیا می توان غم و اندوه شما را با برخی از مشکلات بزرگتر ، مانند یک بحران بین المللی بین شما و عزیزانتان مرتبط کرد؟,11
2721,آیا این لحظه از زندگی خود را به عنوان یک زمان شدید و پیچیده توصیف می کنید که در آن شما ، روابط و محبت های خود به شدت مورد چالش قرار می گیرید؟,11
2722,آیا این امکان وجود دارد که شما در حال حاضر در حال کار به خصوص دشوار باشید ، یعنی تأثیر فاجعه بار بر زندگی شما؟,11
2723,آیا چیزی دشوار یا آسیب زا است که اکنون در زندگی شخصی خود از آن عبور می کنید؟,11
2724,آیا این روزها در رابطه با دوستان یا خانواده خود مشکل دارید؟,11
2725,اگر بتوانید کمی بیشتر به من بگویید می توانم به شما بهتر کمک کنم.آیا یک رویداد خاص باعث شده است که شما اینگونه احساس کنید؟,0
2726,آیا یک وضعیت خاص باعث این امر شده است؟,0
2727,متشکرم ، من می فهمم که الان ناراحت هستید ، اما اگر می توانستید به من بگویید اما بیشتر از آن قدردانی می کنم.آیا یک رویداد خاص باعث عصبانیت شما شد؟,0
2728,آیا می توانید به من بگویید که آیا عصبانیت شما ناشی از یک رویداد خاص بوده است؟,0
2729,می فهمم ، متشکرم که به من باز شد.آیا اتفاقی برای ایجاد این اتفاق افتاده است؟,0
2730,آیا احساس می کنید این ممکن است نتیجه یک حادثه واحد بوده است؟,0
2731,من از شنیدن آن متاسفم ، این چیزی است که همه ما در بعضی مواقع تجربه می کنیم.آیا می توانید به من بگویید که آیا این احساسات از یک رویداد خاص ناشی می شود؟,0
2732,آیا به دلیل اتفاق خاصی که اتفاق افتاده است این را احساس می کنید؟,0
2733,من می توانم درک کنم که شما چه احساسی دارید.آیا این احساسات ناشی از چیز خاصی بود؟,0
2734,آیا این احساسات را به دلیل خاص بودن احساس می کنید؟,0
2735,از شنیدنش متأسفم.آیا یک رویداد خاص در ذهن دارید که باعث شده این احساس را داشته باشید؟,0
2736,لطفاً می توانید به من بگویید ، آیا شما در مورد یک حادثه خاص که اتفاق افتاده است اینگونه احساس می کنید؟,0
2737,من شما را می شنومآیا می توانم از شما بپرسم که آیا یک رویداد شما را از این طریق شروع کرده است؟,0
2738,آیا این به دلیل اتفاق خاصی رخ داده است؟,0
2739,آیا چیزی این را خاموش کرد؟,0
2740,آیا علت ناراحتی شما یک رویداد خاص (یا وقایع) بود؟,0
2741,متاسفم که شما چنین احساسی دارید و دوست دارم درباره آنچه اتفاق افتاده است بیشتر بدانم.آیا این ناشی از یک حادثه خاص بود؟,0
2742,اوه ، من متاسفم که آن را شنیدم ، دوست دارم در مورد آنچه باعث شده شما چنین احساسی داشته باشید ، بیشتر بدانم.آیا به دلیل یک رویداد خاص است؟,0
2743,آیا این وضعیت خاص به وجود آمده است؟,0
2744,آیا کسی یا چیزی شما را عصبانی کرده است؟,0
2745,متشکرم ، من دوست دارم بهتر با آنچه اتفاق می افتد ارتباط داشته باشم.لطفا به من بگویید ، آیا این ناشی از یک رویداد خاص بود؟,0
2746,آیا یک چیز خاص باعث شده است که شما اینگونه احساس کنید؟,0
2747,آیا یک رویداد خاص وجود داشت که منجر به این امر شد؟,0
2748,آیا اتفاق خاصی رخ داده است تا عصبانیت شما را تحریک کند؟,0
2749,می بینم ، ممنون که به اشتراک گذاشتید.آیا اتفاق خاصی رخ داده است که باعث شده شما اینگونه احساس کنید؟,0
2750,آیا یک رویداد یا رویدادهای خاصی اتفاق افتاده است که این امر را برای شما ایجاد کرده است؟,0
2751,من می فهمم ، از شما متشکرم که احساسات خود را با من به اشتراک گذاشتید ، می خواهم درباره آنچه اتفاق افتاده است بیشتر بدانم.آیا این ناشی از چیز خاصی بود؟,0
2752,آیا می توانید به من بگویید که آیا وضعیت خاصی وجود دارد که باعث این امر شده است؟,0
2753,می فهمم.آیا می گویید این ناشی از چیز خاصی بوده است؟,0
2754,آیا بعد از اینکه اتفاق خاصی افتاد ، این احساسات را داشتید؟,0
2755,من می توانم ببینم که شما ناراحت هستید.آیا می توانید به هر واقعه خاصی فکر کنید که باعث ایجاد این احساسات شود؟,0
2756,من می فهمم ، و متاسفم که شما اینگونه احساس می کنید.آیا این ناشی از یک رویداد/S خاص بود؟,0
2757,این باید برای شما سخت باشد که چنین احساسی داشته باشید.آیا این کار توسط چیز خاصی ایجاد شده است؟,0
2758,آیا چیزی خاص باعث شده است که شما اینگونه احساس کنید؟,0
2759,درباره ی آن قضیه متاسفم.آیا به ویژه چیزی وجود دارد که باعث شده شما اینگونه احساس کنید؟,0
2760,متشکرم ، من واقعاً از آن قدردانی می کنم اگر می توانستید کمی در مورد این که احساس عصبانیت می کنید کمی توضیح دهید.آیا این یک رویداد خاص بود که باعث آن شد؟,0
2761,اشکالی ندارد ، من اینجا هستم تا کمک کنم.آیا چیزی به ویژه وجود دارد که باعث شده شما اینگونه احساس کنید؟,0
2762,اشکالی ندارد که چنین احساسی داشته باشید.آیا می توانم بپرسم که آیا این ناشی از یک رویداد/S خاص بوده است؟,0
2763,آیا اتفاق خاصی رخ داده است که باعث این امر شده است؟,0
2764,آیا می گویید که این احساس که در حال حاضر تجربه می کنید ناشی از یک رویداد یا رویدادهای خاص بوده است؟,0
2765,از اینکه احساسات خود را با من به اشتراک گذاشتید متشکرم ، حتی اگر ممکن است در حال حاضر برای شما دشوار باشد.فکر می کنید احساسات شما ممکن است ناشی از چیز خاصی باشد؟,0
2766,آیا می گویید که چیز خاصی باعث شده است که شما اینگونه احساس کنید؟,0
2767,اوه ، این خوب نیستآیا چیزی وجود داشت که این احساس را ایجاد کند؟,0
2768,متشکرم ، من می فهمم که اکنون برخورد با این احساس چقدر سخت است و امیدوارم که بتوانم به شما کمک کنم احساس بهتری داشته باشید.آیا می توانید لطفاً به من بگویید که آیا یک رویداد خاص باعث شده است که شما اینگونه احساس کنید؟,0
2769,آیا می توانید به من بگویید که آیا این احساسات خاص ناشی از رویدادی است که اخیراً اتفاق افتاده است یا مدت زمان طولانی تری؟,1
2770,آیا فکر می کنید این اتفاق توسط اتفاقی افتاده است که تازه اتفاق افتاده است یا شاید در گذشته شما چیزی دورتر باشد؟,1
2771,آیا ماشه چیزی اخیر یا بیشتر پیش بود؟,1
2772,رویدادی که باعث عصبانیت شما شد ، آیا شما آن را اخیر می دانید یا مدتی اتفاق افتاده است؟,1
2773,من می توانم این را درک کنم.آیا یک رویداد اخیر یا دوردست باعث این امر شده است؟,1
2774,آیا ممکن است علت اخیر این عصبانیت وجود داشته باشد ، یا به دلیل اتفاقی که در گذشته های دور افتاده است؟,1
2775,می بینم ، از این بابت متشکرمآیا این ناشی از اتفاقی است که اخیراً رخ داده است ، یا این یک رویداد دور بود که مدتی در حال تولید است؟,1
2776,آیا این اتفاق به دلیل اتفاقی که اخیراً یا مدتها پیش اتفاق افتاده است رخ داده است؟,1
2777,از ورودی شما متشکرم ، متاسفم که شما باید با این کار مقابله کنید.آیا می توانید به من اطلاع دهید که آیا این ناشی از چیز اخیر یا دور بوده است؟,1
2778,لطفا به من بگویید ، آیا این اتفاق اخیراً یا چندی پیش اتفاق افتاده است؟,1
2779,من می خواهم به شما کمک کنم این وضعیت را درک کنید.آیا می توانید به من بگویید که آیا این رویداد در گذشته اخیر بوده است یا بیشتر؟,1
2780,آیا این رویدادی است که شما به شدت نسبت به اتفاقی که اخیراً یا بیشتر پیش از آن رخ داده است احساس می کنید؟,1
2781,آیا این عصبانیت از مدتی به عقب است یا اتفاق جدیدی برای شروع آن رخ داده است؟,1
2782,آیا این اتفاق اخیراً رخ داده است یا به دلیل وقایع از گذشته دور است؟,1
2783,متاسفم که این را شنیدماین اخیراً بود ، یا مدتی برگشت؟,1
2784,می بینم.آیا این یک رویداد اخیر یا دور (یا وقایع) بود که شما را ناراحت کرد؟,1
2785,آیا این اتفاق اخیراً یا مدتی پیش اتفاق افتاده است؟,1
2786,آیا یک حادثه اخیر یا مدتها پیش دلیل این راه است؟,1
2787,آیا این وضعیت اخیر یا دوردست به وجود آمده است؟,1
2788,آیا این رویداد اخیراً یا مدتها پیش اتفاق افتاده است؟,1
2789,آیا این واقعه و احساساتی که احساس می کنید چیزی که اخیراً اتفاق افتاده است ، یا این امر در گذشته های دوردست ادامه داشته و ناشی از آن بوده است؟,1
2790,آیا به دلیل اتفاقی که اخیراً اتفاق افتاده است ، احساس این راه را کردید ، یا این چیزی بود که از گذشته دورتر که مجدداً به آن رسیده است؟,1
2791,آیا می گویید یک واقعه اخیر یا دوردست باعث این امر شده است؟,1
2792,آیا ماشه یک واقعه اخیر بود یا یک اتفاق دور؟,1
2793,فهمیدم.چند سال پیش ، اخیراً یا چند وقت پیش بود؟,1
2794,آیا این اتفاق اخیراً برای شما رخ داده است یا چیزی از گذشته دورتر شما است؟,1
2795,با تشکر از شما برای به اشتراک گذاری.آیا این اتفاقی بود که اخیراً اتفاق افتاده است یا چند بار دیگر؟,1
2796,من می خواهم در مورد زمان این اتفاق بیشتر بدانم.آیا خیلی اخیر بود یا مدتی پیش اتفاق افتاد؟,1
2797,من کاملاً می فهمم که چرا ممکن است اینگونه احساس کنید.برای کمک به شما ، باید بدانم که آیا این اتفاق اخیراً یا مدتی اتفاق افتاده است.,1
2798,آیا این اتفاق چندی پیش رخ داده است یا اخیراً اتفاق افتاده است؟,1
2799,آیا این رویداد خاص در گذشته اخیر یا دور اتفاق افتاده است؟,1
2800,از پاسخ شما متشکرم ، من واقعاً دوست دارم کمک کنم.آیا می توانید به من بگویید که آیا این ناشی از یک رویداد اخیر یا یک دور از راه دور بوده است؟,1
2801,خوب ، من می توانم این را درک کنم.آیا به دلیل چیزی که در گذشته اخیر یا دورتر است ، اینگونه احساس می کنید؟,1
2802,آیا این اتفاق مدت ها پیش اتفاق افتاده است ، یا اخیراً؟,1
2803,شاید شما بتوانید به من بگویید که آیا این یک رویداد اخیر بود که باعث شده شما اینگونه احساس کنید یا یک راه دور؟,1
2804,آیا می توانید به من بگویید که آیا این رویداد ناراحت کننده از مدتی پیش بوده است یا اخیراً اتفاق افتاده است؟,1
2805,آیا این اتفاق اخیراً رخ داده است ، یا شما چیزی را از گذشته دورتر به یاد می آورید؟,1
2806,اشکالی ندارد که از این طریق عبور کنید.آیا این ناشی از یک رویداد اخیر یا دور (یا وقایع) بود؟,1
2807,آیا این یک رویداد اخیر بود یا یک اتفاق دور که چندی پیش اتفاق افتاد؟,1
2808,از پاسخ شما متشکرم ، من می توانم ارتباط برقرار کنم.و آیا می گویید که این رویداد یا رویدادهایی که باعث عصبانیت شما در گذشته اخیر یا دور شده است؟,1
2809,می بینم ، متشکرمو آیا این رویداد یا وقایع ، دور یا اخیر بود؟,1
2810,آیا این اتفاق اخیراً رخ داده است یا مدتی برگشت؟,1
2811,با عرض پوزش از شنیدن این موضوعآیا این یک واقعه اخیر یا دورتر بود که باعث این امر شد؟,1
2812,می فهمم ، متشکرم که به من اطلاع دادید.ممکن است بپرسم ، آیا این واقعه که باعث عصبانیت شما از راه دور یا اخیر شد؟,1
2813,اگر بتوانید این را با من به اشتراک بگذارید ، به من کمک می کند.آیا اخیراً پروتکل 6 را امتحان کرده اید ، و در این صورت باعث شده است که احساس سختی برای مدیریت احساسات داشته باشید؟,2
2814,آیا اخیراً به پروتکل 6 اقدام کرده اید و اگر چنین است ، آیا به فکر برخی از وضعیت آسیب زای از گذشته خود بوده اید که می توانست این زخم ها را باز کرده و این احساسات را به وجود آورد؟,2
2815,من تعجب می کنم ، اگر فرصتی برای امتحان کردن داشتید ، احساس می کنید که عصبانیت شما ناشی از پروتکل 6 است؟,2
2816,آیا اخیراً توانسته اید روی پروتکل 6 کار کنید و در صورت وجود ، متوجه شدید که احساسات منفی مشابهی را مانند این رویداد احساس کرده اید؟,2
2817,آیا شما در پروتکل 6 تلاش کرده اید و آیا ممکن است در گذشته برخی از احساسات پرتنش از چیزی به وجود آمده باشد؟,2
2818,من می فهمم که فکر کردن در مورد گذشته می تواند در بعضی مواقع ناراحت کننده باشد.آیا سعی کرده اید از طریق پروتکل 6 کار کنید؟اگر چنین است ، آیا احساس کرده اید که قادر به مقابله با عواطف ناشی از آن نیستید؟,2
2819,من می توانم درک کنم که شما چه احساسی دارید.آیا پروتکل 6 را امتحان کرده اید و خود را احساس می کنید که در نتیجه وقایع گذشته به راحتی نمی توانید مدیریت کنید؟,2
2820,این واقعاً مفید است ، متشکرمبه دانش شما ، آیا انجام پروتکل 6 باعث شده است که احساس عصبانیت یا ناراحت کنید؟,2
2821,آیا سعی کردید از پروتکل 6 استفاده کنید و آیا باعث شده است که احساس اضطراب بیشتری داشته باشید؟,2
2822,آیا احساس می کنید این عصبانیت فعلی می تواند مربوط به تلاش برای پروتکل 6 باشد؟,2
2823,به هر حال ، آیا شما از طریق پروتکل 6 کار کرده اید و آیا این احساسات بد مربوط به چیزها از گذشته را به وجود آورد؟,2
2824,آیا توانستید پروتکل 6 را امتحان کنید و آیا این باعث می شود احساس بدتر کنید؟,2
2825,آیا پروتکل 6 را امتحان کردید و متوجه شدید که به دلیل وقایع گذشته احساسات منفی شدید را برانگیخته است؟,2
2826,آیا توانستید پروتکل 6 را امتحان کنید و آیا احساس کردید که این امر بر احساسات شما تأثیر منفی گذاشته است؟,2
2827,آیا پروتکل 6 را امتحان کرده اید و اگر دارید ، آیا متوجه شدید که از گذشته احساسات دشوار به وجود آمده است؟,2
2828,متشکرم ، من می توانم درک کنمآیا تکمیل پروتکل 6 باعث شد تا احساسات این رویداد ناراحت کننده را زنده کنید؟,2
2829,آیا شما از اواخر پروتکل 6 را امتحان کرده اید و کشف کرده اید که احساسات منفی را از موقعیت های قدیمی به وجود آورده است؟,2
2830,اگر پروتکل 6 را امتحان کرده اید ، آیا این یک تجربه دشوار بود؟,2
2831,آیا فکر می کنید تلاش برای پروتکل 6 ، اگر اخیراً این کار را کرده اید ، در اینجا تأثیر منفی داشته است؟,2
2832,آیا سعی کرده اید به پروتکل 6 بروید و آیا به نظر شما باعث شده احساسات غیرقابل کنترل از گذشته شما باشد؟,2
2833,آیا اخیراً به پروتکل 6 اقدام کرده اید و احساسات مجدداً با تجربه که نتوانسته اید مدیریت کنید ناشی از وقایع گذشته است؟,2
2834,آیا در صورت داشتن پروتکل 6 ، آیا احساسات ناخوشایندی را برانگیخته اید؟,2
2835,پروتکل 6 یکی از تمرینات سخت تر است و برای هر موقعیتی مناسب نیست.من سعی می کنم تعیین کنم که آیا این برای شما مناسب است یا خیر.آیا پروتکل 6 را امتحان کردید و متوجه شدید که خیلی دشوار بود؟,2
2836,آیا پروتکل 6 را امتحان کردید و آیا این باعث شده است که احساس غرق شدن کنید؟,2
2837,اگر پروتکل 6 را امتحان کرده اید ، چگونه پیش رفت ، آیا این خاطرات بد را به وجود آورد؟,2
2838,آیا سعی کرده اید این رویداد را در ذهن خود دوباره زنده کنید اما آن را خیلی سخت پیدا کرده اید؟,2
2839,آیا تلاش برای پروتکل 6 در گذشته ، در صورت داشتن ، احساسات دشوار را برانگیخته است؟,2
2840,آیا پروتکل 6 را پیدا کرده اید که موقعیت هایی را به همراه دارد و باعث می شود که به طور غیرقابل کنترل احساساتی شوید؟,2
2841,قبل از اینکه فراتر برویم ، می خواهم درک کنم که آیا پروتکل 6 می تواند گزینه ای برای شما باشد یا خیر.آیا می توانید به من بگویید که آیا قبلاً پروتکل 6 را امتحان کرده اید و آیا این احساس عصبانیت ایجاد کرده است؟,2
2842,ازشما برای این اطلاعات متشکرم.آیا می توانید به من بگویید که آیا اخیراً به پروتکل 6 اقدام کرده اید و این احساسات غیرقابل کنترل را در نتیجه وقایع قدیمی پیدا کرده اید؟,2
2843,می بینم ، خیلی ممنون که به اشتراک گذاشتید.آیا تلاش اخیر پروتکل 6 باعث شده است که احساسات گذشته شعله ور شود؟,2
2844,آیا اخیراً سعی کرده اید از پروتکل 6 استفاده کنید و اگر چنین است ، آیا باعث افزایش احساسات شما شده است؟,2
2845,آیا از پروتکل 6 برای کمک استفاده کرده اید و آیا احساسات شما از کنترل خارج شده است؟,2
2846,آیا اخیراً سعی کرده اید از طریق پروتکل 6 بروید و دریافتید که این احساسات منفی را از بازدید از رویدادهای گذشته به وجود می آورد؟,2
2847,آیا این احساسات منفی ناشی از تلاش شما برای پروتکل 6 به هیچ وجه بود؟,2
